review_id,text,aspects,sentiments,rating
R0514,The food was disappointing. The burger was cold and bland. Very reasonable pricing. Good bang for your buck. Pristine conditions. Bathrooms were immaculate.,"food,price,cleanliness","negative,positive,positive",5
R0515,The food was absolutely delicious! steak highly recommend the I. Prices are average for this type of restaurant.,"food,price","positive,neutral",5
R0516,"Amazing cuisine, the steak was cooked to perfection. Fair prices, nothing remarkable.","food,price","positive,neutral",5
R0517,Poor ambiance. The place felt cramped and stuffy. Sparkling clean. You can tell they take cleanliness seriously.,"ambiance,cleanliness","negative,positive",3
R0518,The ambiance was terrible. Too noisy and crowded.,ambiance,negative,2
R0519,Great value for money! Very affordable prices. Not clean at all. Found hair in my food.,"price,cleanliness","positive,negative",3
R0520,"The ambiance was okay, typical restaurant setting.",ambiance,neutral,3
R0521,Poor ambiance. The place felt cramped and stuffy. Ridiculously overpriced. Poor value for money.,"ambiance,price","negative,negative",1
R0522,Prices are average for this type of restaurant.,price,neutral,3
R0523,Outstanding customer service. Our waiter was amazing. Stunning interior design. Very comfortable setting. Poor quality ingredients. My pizza tasted terrible.,"service,ambiance,food","positive,positive,negative",5
R0524,Very dirty restaurant. Health code violations visible.,cleanliness,negative,2
R0525,"Great deals and fair prices. Wonderful ambiance, perfect for a date night.","price,ambiance","positive,positive",5
R0526,Affordable and worth every penny. Superb taste! The seafood was fresh and flavorful.,"price,food","positive,positive",5
R0527,"Average atmosphere, nothing special about the decor. The service was impeccable, quick and professional.","ambiance,service","neutral,positive",5
R0528,Very reasonable pricing. Good bang for your buck. Best burger I've ever had. The flavors were incredible.,"price,food","positive,positive",4
R0529,"Excellent service! The staff was very attentive and friendly. Amazing cuisine, the risotto was cooked to perfection.","service,food","positive,positive",5
R0530,Pristine conditions. Bathrooms were immaculate.,cleanliness,positive,5
R0531,"Poor cleanliness. The bathroom was disgusting. The food was absolutely delicious! pasta highly recommend the I. Wonderful staff, very accommodating and helpful.","cleanliness,food,service","negative,positive,positive",5
R0532,"Very reasonable pricing. Good bang for your buck. Wonderful staff, very accommodating and helpful.","price,service","positive,positive",5
R0533,Very dirty restaurant. Health code violations visible. Worst salad I've ever eaten. Very disappointing.,"cleanliness,food","negative,negative",2
R0534,The atmosphere was warm and inviting. Great music too. Excellent prices for the quality you get.,"ambiance,price","positive,positive",4
R0535,"Not clean at all. Found hair in my food. The service was impeccable, quick and professional.","cleanliness,service","negative,positive",3
R0536,Outstanding food quality. The burger dish was phenomenal. Too pricey for mediocre food.,"food,price","positive,negative",3
R0537,"Pristine conditions. Bathrooms were immaculate. The food was okay, nothing special about the salad. Worst service ever. They forgot our order twice.","cleanliness,food,service","positive,neutral,negative",3
R0538,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Prices are average for this type of restaurant.,"ambiance,price","positive,neutral",5
R0539,"The service was impeccable, quick and professional. Very clean restaurant. Everything was spotless.","service,cleanliness","positive,positive",4
R0540,Great service throughout our meal. Very welcoming.,service,positive,5
R0541,Affordable and worth every penny. Very clean restaurant. Everything was spotless.,"price,cleanliness","positive,positive",5
R0542,The food was absolutely delicious! pizza highly recommend the I. The ambiance was terrible. Too noisy and crowded.,"food,ambiance","positive,negative",3
R0543,Bad lighting and uncomfortable seating. Not pleasant. Pristine conditions. Bathrooms were immaculate. Great value for money! Very affordable prices.,"ambiance,cleanliness,price","negative,positive,positive",4
R0544,Very clean restaurant. Everything was spotless. Outstanding customer service. Our waiter was amazing.,"cleanliness,service","positive,positive",5
R0545,Best steak I've ever had. The flavors were incredible. Excellent service! The staff was very attentive and friendly.,"food,service","positive,positive",5
R0546,Great service throughout our meal. Very welcoming.,service,positive,4
R0547,Not clean at all. Found hair in my food. Food was not fresh at all. The burger made me sick. Love the decor and lighting. Very pleasant environment.,"cleanliness,food,ambiance","negative,negative,positive",1
R0548,"Cleanliness was acceptable, standard level. Affordable and worth every penny. The service was impeccable, quick and professional.","cleanliness,price,service","neutral,positive,positive",5
R0549,Stunning interior design. Very comfortable setting. Ridiculously overpriced. Poor value for money.,"ambiance,price","positive,negative",3
R0550,Great service throughout our meal. Very welcoming. Outstanding food quality. The seafood dish was phenomenal.,"service,food","positive,positive",5
R0551,Superb taste! The pizza was fresh and flavorful.,food,positive,5
R0552,"Amazing cuisine, the risotto was cooked to perfection.",food,positive,4
R0553,Pristine conditions. Bathrooms were immaculate.,cleanliness,positive,5
R0554,Outstanding customer service. Our waiter was amazing. Superb taste! The seafood was fresh and flavorful.,"service,food","positive,positive",5
R0555,Great deals and fair prices.,price,positive,4
R0556,Sparkling clean. You can tell they take cleanliness seriously.,cleanliness,positive,5
R0557,Outstanding food quality. The steak dish was phenomenal. Great service throughout our meal. Very welcoming.,"food,service","positive,positive",5
R0558,Impeccably clean environment. Very hygienic. Outstanding customer service. Our waiter was amazing.,"cleanliness,service","positive,positive",4
R0559,"Average atmosphere, nothing special about the decor. Excellent service! The staff was very attentive and friendly.","ambiance,service","neutral,positive",4
R0560,Very clean restaurant. Everything was spotless.,cleanliness,positive,4
R0561,"Fair prices, nothing remarkable.",price,neutral,3
R0562,Pristine conditions. Bathrooms were immaculate. The food was disappointing. The salad was cold and bland.,"cleanliness,food","positive,negative",3
R0563,Love the decor and lighting. Very pleasant environment. Impeccably clean environment. Very hygienic.,"ambiance,cleanliness","positive,positive",4
R0564,Superb taste! The pizza was fresh and flavorful.,food,positive,5
R0565,"Ridiculously overpriced. Poor value for money. The food was okay, nothing special about the pizza.","price,food","negative,neutral",2
R0566,"The service was impeccable, quick and professional. The atmosphere was warm and inviting. Great music too. Best pasta I've ever had. The flavors were incredible.","service,ambiance,food","positive,positive,positive",5
R0567,Not worth the price at all. Very expensive. Bad lighting and uncomfortable seating. Not pleasant. Food was not fresh at all. The burger made me sick.,"price,ambiance,food","negative,negative,negative",1
R0568,Impeccably clean environment. Very hygienic. Great service throughout our meal. Very welcoming.,"cleanliness,service","positive,positive",5
R0569,Rude staff and long wait times. Very frustrating.,service,negative,1
R0570,"Great service throughout our meal. Very welcoming. Wonderful ambiance, perfect for a date night.","service,ambiance","positive,positive",5
R0571,Superb taste! The risotto was fresh and flavorful.,food,positive,5
R0572,Great service throughout our meal. Very welcoming.,service,positive,4
R0573,Very reasonable pricing. Good bang for your buck. Stunning interior design. Very comfortable setting.,"price,ambiance","positive,positive",5
R0574,"The service was impeccable, quick and professional.",service,positive,5
R0575,Worst service ever. They forgot our order twice. Beautiful atmosphere! The restaurant has a cozy and romantic ambiance.,"service,ambiance","negative,positive",3
R0576,Pristine conditions. Bathrooms were immaculate. Way too expensive for what you get. Overpriced. Overcooked and tasteless. The pasta was inedible.,"cleanliness,price,food","positive,negative,negative",1
R0577,Superb taste! The risotto was fresh and flavorful.,food,positive,5
R0578,Very slow service. We waited 45 minutes for our order. Sparkling clean. You can tell they take cleanliness seriously.,"service,cleanliness","negative,positive",3
R0579,Excellent service! The staff was very attentive and friendly. Love the decor and lighting. Very pleasant environment.,"service,ambiance","positive,positive",5
R0580,Very slow service. We waited 45 minutes for our order.,service,negative,2
R0581,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Dirty tables and floors. Very unhygienic. Best steak I've ever had. The flavors were incredible.,"ambiance,cleanliness,food","positive,negative,positive",5
R0582,The atmosphere was warm and inviting. Great music too.,ambiance,positive,5
R0583,"Fair prices, nothing remarkable. Superb taste! The burger was fresh and flavorful.","price,food","neutral,positive",5
R0584,Very clean restaurant. Everything was spotless. Great value for money! Very affordable prices. Worst service ever. They forgot our order twice.,"cleanliness,price,service","positive,positive,negative",4
R0585,Extremely expensive. Not worth it. Best salad I've ever had. The flavors were incredible.,"price,food","negative,positive",3
R0586,"The service was impeccable, quick and professional.",service,positive,5
R0587,Not clean at all. Found hair in my food.,cleanliness,negative,1
R0588,Impeccably clean environment. Very hygienic. Poor quality ingredients. My pizza tasted terrible.,"cleanliness,food","positive,negative",3
R0589,Great value for money! Very affordable prices.,price,positive,5
R0590,Worst burger I've ever eaten. Very disappointing.,food,negative,1
R0591,Best seafood I've ever had. The flavors were incredible.,food,positive,4
R0592,"The service was impeccable, quick and professional. Average taste. The seafood was acceptable but not memorable.","service,food","positive,neutral",5
R0593,Affordable and worth every penny.,price,positive,5
R0594,"Too pricey for mediocre food. Standard service, nothing to complain about.","price,service","negative,neutral",2
R0595,Worst service ever. They forgot our order twice. Excellent prices for the quality you get.,"service,price","negative,positive",3
R0596,"Amazing cuisine, the salad was cooked to perfection. Pristine conditions. Bathrooms were immaculate.","food,cleanliness","positive,positive",5
R0597,"The ambiance was okay, typical restaurant setting. Excellent hygiene standards. Very well maintained. Outstanding food quality. The burger dish was phenomenal.","ambiance,cleanliness,food","neutral,positive,positive",5
R0598,Best burger I've ever had. The flavors were incredible. Great service throughout our meal. Very welcoming.,"food,service","positive,positive",5
R0599,"Poor customer service. Staff was unprofessional. Awful atmosphere. Dark, dirty, and uncomfortable.","service,ambiance","negative,negative",2
R0600,Bad lighting and uncomfortable seating. Not pleasant. Dirty tables and floors. Very unhygienic.,"ambiance,cleanliness","negative,negative",2
R0601,Excellent service! The staff was very attentive and friendly. The food was absolutely delicious! pizza highly recommend the I.,"service,food","positive,positive",4
R0602,Way too expensive for what you get. Overpriced. Dirty tables and floors. Very unhygienic. The food was absolutely delicious! salad highly recommend the I.,"price,cleanliness,food","negative,negative,positive",1
R0603,Affordable and worth every penny. Average service. Staff was polite but not very attentive.,"price,service","positive,neutral",4
R0604,Impeccably clean environment. Very hygienic.,cleanliness,positive,5
R0605,Ridiculously overpriced. Poor value for money. Love the decor and lighting. Very pleasant environment.,"price,ambiance","negative,positive",3
R0606,"Amazing cuisine, the pasta was cooked to perfection. Way too expensive for what you get. Overpriced.","food,price","positive,negative",3
R0607,Pristine conditions. Bathrooms were immaculate. Outstanding customer service. Our waiter was amazing. Very reasonable pricing. Good bang for your buck.,"cleanliness,service,price","positive,positive,positive",4
R0608,Pristine conditions. Bathrooms were immaculate. Great value for money! Very affordable prices. Best burger I've ever had. The flavors were incredible.,"cleanliness,price,food","positive,positive,positive",5
R0609,"Excellent hygiene standards. Very well maintained. Awful atmosphere. Dark, dirty, and uncomfortable. The food was absolutely delicious! burger highly recommend the I.","cleanliness,ambiance,food","positive,negative,positive",5
R0610,Outstanding customer service. Our waiter was amazing.,service,positive,5
R0611,"Wonderful ambiance, perfect for a date night.",ambiance,positive,5
R0612,Sparkling clean. You can tell they take cleanliness seriously. Very slow service. We waited 45 minutes for our order.,"cleanliness,service","positive,negative",3
R0613,"Service was okay, nothing exceptional. Excellent prices for the quality you get.","service,price","neutral,positive",5
R0614,Superb taste! The salad was fresh and flavorful. Dirty tables and floors. Very unhygienic.,"food,cleanliness","positive,negative",3
R0615,"Stunning interior design. Very comfortable setting. Amazing cuisine, the risotto was cooked to perfection.","ambiance,food","positive,positive",5
R0616,"Very reasonable pricing. Good bang for your buck. Cleanliness was acceptable, standard level. Love the decor and lighting. Very pleasant environment.","price,cleanliness,ambiance","positive,neutral,positive",4
R0617,"Extremely expensive. Not worth it. The food was absolutely delicious! pasta highly recommend the I. Standard ambiance, neither good nor bad.","price,food,ambiance","negative,positive,neutral",3
R0618,Sparkling clean. You can tell they take cleanliness seriously. Poor quality ingredients. My seafood tasted terrible. Too pricey for mediocre food.,"cleanliness,food,price","positive,negative,negative",1
R0619,Ridiculously overpriced. Poor value for money.,price,negative,2
R0620,"Dirty tables and floors. Very unhygienic. The service was impeccable, quick and professional.","cleanliness,service","negative,positive",3
R0621,Great value for money! Very affordable prices. Poor quality ingredients. My pasta tasted terrible. Dirty tables and floors. Very unhygienic.,"price,food,cleanliness","positive,negative,negative",2
R0622,Great deals and fair prices.,price,positive,5
R0623,"The ambiance was okay, typical restaurant setting. Excellent hygiene standards. Very well maintained.","ambiance,cleanliness","neutral,positive",5
R0624,"Awful atmosphere. Dark, dirty, and uncomfortable. Superb taste! The risotto was fresh and flavorful.","ambiance,food","negative,positive",3
R0625,"Excellent prices for the quality you get. Wonderful ambiance, perfect for a date night.","price,ambiance","positive,positive",4
R0626,Worst service ever. They forgot our order twice. Excellent prices for the quality you get.,"service,price","negative,positive",3
R0627,"Excellent hygiene standards. Very well maintained. Standard ambiance, neither good nor bad.","cleanliness,ambiance","positive,neutral",5
R0628,Outstanding customer service. Our waiter was amazing. Sparkling clean. You can tell they take cleanliness seriously.,"service,cleanliness","positive,positive",5
R0629,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Outstanding customer service. Our waiter was amazing.,"ambiance,service","positive,positive",5
R0630,Outstanding customer service. Our waiter was amazing. The food was absolutely delicious! pizza highly recommend the I.,"service,food","positive,positive",4
R0631,"Average cleanliness, nothing concerning. Terrible service. The waiter was rude and inattentive.","cleanliness,service","neutral,negative",2
R0632,Worst salad I've ever eaten. Very disappointing. Love the decor and lighting. Very pleasant environment.,"food,ambiance","negative,positive",3
R0633,Excellent prices for the quality you get.,price,positive,4
R0634,"Standard restaurant food. The pizza was just fine. Standard pricing, what you'd expect.","food,price","neutral,neutral",3
R0635,Worst steak I've ever eaten. Very disappointing.,food,negative,1
R0636,Very reasonable pricing. Good bang for your buck. Overcooked and tasteless. The pizza was inedible.,"price,food","positive,negative",3
R0637,Excellent service! The staff was very attentive and friendly. Stunning interior design. Very comfortable setting.,"service,ambiance","positive,positive",5
R0638,"Excellent hygiene standards. Very well maintained. Standard ambiance, neither good nor bad.","cleanliness,ambiance","positive,neutral",4
R0639,Pristine conditions. Bathrooms were immaculate.,cleanliness,positive,5
R0640,Way too expensive for what you get. Overpriced.,price,negative,2
R0641,Stunning interior design. Very comfortable setting. Dirty tables and floors. Very unhygienic.,"ambiance,cleanliness","positive,negative",3
R0642,The atmosphere was warm and inviting. Great music too. Sparkling clean. You can tell they take cleanliness seriously.,"ambiance,cleanliness","positive,positive",4
R0643,"Awful atmosphere. Dark, dirty, and uncomfortable. Impeccably clean environment. Very hygienic.","ambiance,cleanliness","negative,positive",3
R0644,Outstanding customer service. Our waiter was amazing.,service,positive,5
R0645,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance.,ambiance,positive,5
R0646,Very clean restaurant. Everything was spotless.,cleanliness,positive,4
R0647,Poor cleanliness. The bathroom was disgusting. Great value for money! Very affordable prices.,"cleanliness,price","negative,positive",3
R0648,Way too expensive for what you get. Overpriced. Stunning interior design. Very comfortable setting.,"price,ambiance","negative,positive",3
R0649,"Great deals and fair prices. Wonderful ambiance, perfect for a date night.","price,ambiance","positive,positive",5
R0650,Food was not fresh at all. The risotto made me sick. The atmosphere was warm and inviting. Great music too.,"food,ambiance","negative,positive",3
R0651,"Superb taste! The pasta was fresh and flavorful. Wonderful ambiance, perfect for a date night. Ridiculously overpriced. Poor value for money.","food,ambiance,price","positive,positive,negative",4
R0652,Love the decor and lighting. Very pleasant environment.,ambiance,positive,5
R0653,Poor customer service. Staff was unprofessional. Affordable and worth every penny.,"service,price","negative,positive",3
R0654,"Poor ambiance. The place felt cramped and stuffy. Superb taste! The seafood was fresh and flavorful. Standard service, nothing to complain about.","ambiance,food,service","negative,positive,neutral",3
R0655,"The service was impeccable, quick and professional. Very dirty restaurant. Health code violations visible.","service,cleanliness","positive,negative",3
R0656,Standard restaurant food. The seafood was just fine.,food,neutral,3
R0657,The atmosphere was warm and inviting. Great music too. Very dirty restaurant. Health code violations visible.,"ambiance,cleanliness","positive,negative",3
R0658,Great service throughout our meal. Very welcoming. Stunning interior design. Very comfortable setting. Standard restaurant food. The risotto was just fine.,"service,ambiance,food","positive,positive,neutral",5
R0659,Stunning interior design. Very comfortable setting.,ambiance,positive,5
R0660,Excellent prices for the quality you get. Excellent hygiene standards. Very well maintained.,"price,cleanliness","positive,positive",5
R0661,"Rude staff and long wait times. Very frustrating. Average atmosphere, nothing special about the decor. Impeccably clean environment. Very hygienic.","service,ambiance,cleanliness","negative,neutral,positive",3
R0662,"The food was okay, nothing special about the seafood. Sparkling clean. You can tell they take cleanliness seriously.","food,cleanliness","neutral,positive",5
R0663,Great value for money! Very affordable prices. The food was absolutely delicious! burger highly recommend the I.,"price,food","positive,positive",5
R0664,Outstanding food quality. The salad dish was phenomenal. Excellent prices for the quality you get.,"food,price","positive,positive",5
R0665,Very slow service. We waited 45 minutes for our order. Poor cleanliness. The bathroom was disgusting.,"service,cleanliness","negative,negative",1
R0666,"Outstanding customer service. Our waiter was amazing. Reasonably clean, met basic standards.","service,cleanliness","positive,neutral",5
R0667,"Standard pricing, what you'd expect. Superb taste! The seafood was fresh and flavorful.","price,food","neutral,positive",5
R0668,"Poor quality ingredients. My pasta tasted terrible. Cleanliness was acceptable, standard level. Stunning interior design. Very comfortable setting.","food,cleanliness,ambiance","negative,neutral,positive",3
R0669,Sparkling clean. You can tell they take cleanliness seriously. Outstanding food quality. The risotto dish was phenomenal.,"cleanliness,food","positive,positive",5
R0670,"Too pricey for mediocre food. Wonderful staff, very accommodating and helpful.","price,service","negative,positive",3
R0671,"Pristine conditions. Bathrooms were immaculate. Service was okay, nothing exceptional. Amazing cuisine, the pasta was cooked to perfection.","cleanliness,service,food","positive,neutral,positive",4
R0672,"Standard ambiance, neither good nor bad. The food was absolutely delicious! salad highly recommend the I. Standard pricing, what you'd expect.","ambiance,food,price","neutral,positive,neutral",4
R0673,The atmosphere was warm and inviting. Great music too.,ambiance,positive,5
R0674,Very clean restaurant. Everything was spotless. Best pasta I've ever had. The flavors were incredible.,"cleanliness,food","positive,positive",5
R0675,Affordable and worth every penny.,price,positive,5
R0676,Worst risotto I've ever eaten. Very disappointing. Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Excellent service! The staff was very attentive and friendly.,"food,ambiance,service","negative,positive,positive",5
R0677,Great deals and fair prices.,price,positive,5
R0678,"Wonderful ambiance, perfect for a date night.",ambiance,positive,4
R0679,"Standard ambiance, neither good nor bad. Outstanding customer service. Our waiter was amazing.","ambiance,service","neutral,positive",5
R0680,Sparkling clean. You can tell they take cleanliness seriously. Rude staff and long wait times. Very frustrating.,"cleanliness,service","positive,negative",3
R0681,Affordable and worth every penny. Outstanding food quality. The burger dish was phenomenal. The atmosphere was warm and inviting. Great music too.,"price,food,ambiance","positive,positive,positive",5
R0682,Very clean restaurant. Everything was spotless.,cleanliness,positive,5
R0683,Worst service ever. They forgot our order twice.,service,negative,1
R0684,Very dirty restaurant. Health code violations visible.,cleanliness,negative,2
R0685,"Wonderful ambiance, perfect for a date night.",ambiance,positive,4
R0686,"Amazing cuisine, the steak was cooked to perfection.",food,positive,4
R0687,Poor ambiance. The place felt cramped and stuffy. Best seafood I've ever had. The flavors were incredible.,"ambiance,food","negative,positive",3
R0688,Prices are average for this type of restaurant. Sparkling clean. You can tell they take cleanliness seriously.,"price,cleanliness","neutral,positive",5
R0689,The atmosphere was warm and inviting. Great music too. Outstanding food quality. The seafood dish was phenomenal.,"ambiance,food","positive,positive",5
R0690,Not worth the price at all. Very expensive. Sparkling clean. You can tell they take cleanliness seriously.,"price,cleanliness","negative,positive",3
R0691,The food was disappointing. The salad was cold and bland. Great value for money! Very affordable prices.,"food,price","negative,positive",3
R0692,"Very slow service. We waited 45 minutes for our order. Amazing cuisine, the steak was cooked to perfection.","service,food","negative,positive",3
R0693,Poor quality ingredients. My steak tasted terrible.,food,negative,2
R0694,Great value for money! Very affordable prices. Very slow service. We waited 45 minutes for our order.,"price,service","positive,negative",3
R0695,Love the decor and lighting. Very pleasant environment.,ambiance,positive,4
R0696,Overcooked and tasteless. The steak was inedible. Stunning interior design. Very comfortable setting.,"food,ambiance","negative,positive",3
R0697,Great deals and fair prices.,price,positive,5
R0698,"Service was okay, nothing exceptional. Affordable and worth every penny.","service,price","neutral,positive",4
R0699,Worst service ever. They forgot our order twice. Food was not fresh at all. The seafood made me sick. Prices are average for this type of restaurant.,"service,food,price","negative,negative,neutral",1
R0700,Stunning interior design. Very comfortable setting. Superb taste! The pizza was fresh and flavorful.,"ambiance,food","positive,positive",5
R0701,"Wonderful ambiance, perfect for a date night. Superb taste! The pizza was fresh and flavorful. Fair prices, nothing remarkable.","ambiance,food,price","positive,positive,neutral",5
R0702,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Impeccably clean environment. Very hygienic.,"ambiance,cleanliness","positive,positive",5
R0703,Outstanding food quality. The pasta dish was phenomenal. Bad lighting and uncomfortable seating. Not pleasant.,"food,ambiance","positive,negative",3
R0704,Love the decor and lighting. Very pleasant environment. Very dirty restaurant. Health code violations visible.,"ambiance,cleanliness","positive,negative",3
R0705,Affordable and worth every penny. The food was disappointing. The burger was cold and bland. Outstanding customer service. Our waiter was amazing.,"price,food,service","positive,negative,positive",5
R0706,Rude staff and long wait times. Very frustrating. Sparkling clean. You can tell they take cleanliness seriously.,"service,cleanliness","negative,positive",3
R0707,Excellent hygiene standards. Very well maintained. Overcooked and tasteless. The burger was inedible.,"cleanliness,food","positive,negative",3
R0708,Pristine conditions. Bathrooms were immaculate. Bad lighting and uncomfortable seating. Not pleasant.,"cleanliness,ambiance","positive,negative",3
R0709,Superb taste! The salad was fresh and flavorful. Poor cleanliness. The bathroom was disgusting. Great value for money! Very affordable prices.,"food,cleanliness,price","positive,negative,positive",5
R0710,Dirty tables and floors. Very unhygienic. Best seafood I've ever had. The flavors were incredible. Great value for money! Very affordable prices.,"cleanliness,food,price","negative,positive,positive",5
R0711,Food was not fresh at all. The risotto made me sick. Great service throughout our meal. Very welcoming.,"food,service","negative,positive",3
R0712,"Average atmosphere, nothing special about the decor. Superb taste! The pasta was fresh and flavorful. Very clean restaurant. Everything was spotless.","ambiance,food,cleanliness","neutral,positive,positive",5
R0713,Terrible hygiene. The place was filthy. Stunning interior design. Very comfortable setting.,"cleanliness,ambiance","negative,positive",3
R0714,Sparkling clean. You can tell they take cleanliness seriously.,cleanliness,positive,5
R0715,Not worth the price at all. Very expensive. Pristine conditions. Bathrooms were immaculate. Excellent service! The staff was very attentive and friendly.,"price,cleanliness,service","negative,positive,positive",5
R0716,Great deals and fair prices.,price,positive,5
R0717,The food was absolutely delicious! seafood highly recommend the I.,food,positive,5
R0718,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Worst service ever. They forgot our order twice.,"ambiance,service","positive,negative",3
R0719,"The service was impeccable, quick and professional.",service,positive,4
R0720,Great deals and fair prices.,price,positive,5
R0721,Very clean restaurant. Everything was spotless.,cleanliness,positive,5
R0722,Stunning interior design. Very comfortable setting. Great deals and fair prices.,"ambiance,price","positive,positive",5
R0723,The atmosphere was warm and inviting. Great music too. The food was disappointing. The steak was cold and bland.,"ambiance,food","positive,negative",3
R0724,"Wonderful ambiance, perfect for a date night. Sparkling clean. You can tell they take cleanliness seriously. Great service throughout our meal. Very welcoming.","ambiance,cleanliness,service","positive,positive,positive",4
R0725,Excellent service! The staff was very attentive and friendly.,service,positive,5
R0726,"Excellent hygiene standards. Very well maintained. Amazing cuisine, the seafood was cooked to perfection. Standard pricing, what you'd expect.","cleanliness,food,price","positive,positive,neutral",5
R0727,Rude staff and long wait times. Very frustrating.,service,negative,2
R0728,"The ambiance was okay, typical restaurant setting.",ambiance,neutral,3
R0729,The food was absolutely delicious! pizza highly recommend the I. Impeccably clean environment. Very hygienic.,"food,cleanliness","positive,positive",4
R0730,"Wonderful staff, very accommodating and helpful.",service,positive,5
R0731,Stunning interior design. Very comfortable setting. Sparkling clean. You can tell they take cleanliness seriously. Worst burger I've ever eaten. Very disappointing.,"ambiance,cleanliness,food","positive,positive,negative",4
R0732,Excellent service! The staff was very attentive and friendly. Outstanding food quality. The burger dish was phenomenal.,"service,food","positive,positive",5
R0733,Not worth the price at all. Very expensive. Best steak I've ever had. The flavors were incredible.,"price,food","negative,positive",3
R0734,"Wonderful staff, very accommodating and helpful. Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Amazing cuisine, the steak was cooked to perfection.","service,ambiance,food","positive,positive,positive",4
R0735,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Great service throughout our meal. Very welcoming. Way too expensive for what you get. Overpriced.,"ambiance,service,price","positive,positive,negative",4
R0736,"Way too expensive for what you get. Overpriced. The service was impeccable, quick and professional.","price,service","negative,positive",3
R0737,"Superb taste! The pizza was fresh and flavorful. Reasonably clean, met basic standards.","food,cleanliness","positive,neutral",4
R0738,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance.,ambiance,positive,5
R0739,"The ambiance was okay, typical restaurant setting. Cleanliness was acceptable, standard level. Amazing cuisine, the salad was cooked to perfection.","ambiance,cleanliness,food","neutral,neutral,positive",5
R0740,"Wonderful ambiance, perfect for a date night.",ambiance,positive,5
R0741,Outstanding customer service. Our waiter was amazing. The food was absolutely delicious! salad highly recommend the I.,"service,food","positive,positive",4
R0742,"Awful atmosphere. Dark, dirty, and uncomfortable. Amazing cuisine, the steak was cooked to perfection.","ambiance,food","negative,positive",3
R0743,"Wonderful ambiance, perfect for a date night. Standard pricing, what you'd expect.","ambiance,price","positive,neutral",5
R0744,Dirty tables and floors. Very unhygienic. Overcooked and tasteless. The seafood was inedible. Average service. Staff was polite but not very attentive.,"cleanliness,food,service","negative,negative,neutral",1
R0745,Pristine conditions. Bathrooms were immaculate.,cleanliness,positive,5
R0746,Very clean restaurant. Everything was spotless. Ridiculously overpriced. Poor value for money.,"cleanliness,price","positive,negative",3
R0747,Overcooked and tasteless. The burger was inedible. Outstanding customer service. Our waiter was amazing.,"food,service","negative,positive",3
R0748,Terrible service. The waiter was rude and inattentive.,service,negative,1
R0749,Bad lighting and uncomfortable seating. Not pleasant. Impeccably clean environment. Very hygienic. Superb taste! The salad was fresh and flavorful.,"ambiance,cleanliness,food","negative,positive,positive",5
R0750,Very dirty restaurant. Health code violations visible. Average taste. The pasta was acceptable but not memorable.,"cleanliness,food","negative,neutral",1
R0751,The food was absolutely delicious! salad highly recommend the I.,food,positive,4
R0752,"Amazing cuisine, the seafood was cooked to perfection. Average atmosphere, nothing special about the decor.","food,ambiance","positive,neutral",5
R0753,Impeccably clean environment. Very hygienic.,cleanliness,positive,5
R0754,"Average cleanliness, nothing concerning.",cleanliness,neutral,3
R0755,The food was disappointing. The steak was cold and bland. Great value for money! Very affordable prices.,"food,price","negative,positive",3
R0756,Rude staff and long wait times. Very frustrating.,service,negative,2
R0757,Great deals and fair prices.,price,positive,5
R0758,Best burger I've ever had. The flavors were incredible.,food,positive,4
R0759,"Fair prices, nothing remarkable.",price,neutral,3
R0760,Great deals and fair prices. The food was absolutely delicious! pasta highly recommend the I.,"price,food","positive,positive",4
R0761,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Excellent prices for the quality you get.,"ambiance,price","positive,positive",4
R0762,"Average service. Staff was polite but not very attentive. Standard ambiance, neither good nor bad.","service,ambiance","neutral,neutral",3
R0763,"The service was impeccable, quick and professional. Beautiful atmosphere! The restaurant has a cozy and romantic ambiance.","service,ambiance","positive,positive",4
R0764,Outstanding customer service. Our waiter was amazing. Overcooked and tasteless. The steak was inedible.,"service,food","positive,negative",3
R0765,"The ambiance was okay, typical restaurant setting.",ambiance,neutral,3
R0766,Love the decor and lighting. Very pleasant environment. The food was absolutely delicious! steak highly recommend the I.,"ambiance,food","positive,positive",5
R0767,Average service. Staff was polite but not very attentive.,service,neutral,3
R0768,Extremely expensive. Not worth it.,price,negative,2
R0769,Excellent hygiene standards. Very well maintained.,cleanliness,positive,4
R0770,"Standard pricing, what you'd expect.",price,neutral,3
R0771,Stunning interior design. Very comfortable setting.,ambiance,positive,5
R0772,Excellent service! The staff was very attentive and friendly. Poor cleanliness. The bathroom was disgusting. The atmosphere was warm and inviting. Great music too.,"service,cleanliness,ambiance","positive,negative,positive",5
R0773,Superb taste! The burger was fresh and flavorful.,food,positive,5
R0774,Outstanding customer service. Our waiter was amazing.,service,positive,5
